UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
114601: IBGE-FUN.INST.BRAS.GEOGRAFIA E ESTATISTICA,"4: CONCORRÊNCIA INTERNACIONAL                        ",00001/1999,11460104000011999,,Publicado,"Aquisição e instalação de  equipamento modular de alceamento, grampeamento e  refile por guilhotina trilateral de revistas. Valor do Edital: R$ 2,00 a ser recolhido no Banco do Bra sil S/A, ct 170.500-8, Ag. 3602-1, código 11460 111301406-2 ou gratuito em www.ibge.gov.br",,360500027199-0,Nacional,1,BRUNO GABRIEL DE CASTRO,Presidente da Comissão Especial de Licitação,16/08/1999 09:00,"Av. Franklin Roosevelt, 146/601 - Castelo/RJ",,17/09/1999 10:00,13/08/1999,/licitacoes/id/licitacao/11460104000011999/itens
114601: IBGE-FUN.INST.BRAS.GEOGRAFIA E ESTATISTICA,"22: TOMADA DE PREÇOS POR TÉCNICA E PREÇO              ",00001/1999,11460122000011999,,Publicado,"Aquisição de licença de uso de software para Sistema de Restituição Fotogramétrica Digital completo, Estação de Restituição Fotogramétrica Digi tal básica e Uso de programa de Ajustamento de Bloco Aerofotogramétrico Di gital completo.",,360200018598,Nacional,2,GERSON DA COSTA GONÇALVES,Presidente da Comissão Especial de Licitação,10/02/1999 09:00,"Av. Franklin Roosevelt, 146 - sala 601-A - Castelo/RJ",,17/03/1999 10:00,09/02/1999,/licitacoes/id/licitacao/11460122000011999/itens
114601: IBGE-FUN.INST.BRAS.GEOGRAFIA E ESTATISTICA,"33: CONCORRÊNCIA POR TÉCNICA E PREÇO                  ",00001/1999,11460133000011999,,Publicado,Contratação de empresa especializada na execução de serviços de vetorização semi-automática de folhas topográficas.,,360200011798,Nacional,1,ARTUR AMORIM AMERICANO,Presidente da Comissão Especial de Licitação,11/02/1999 09:00,"Av. Franklin Roosevelt, 146 sala 601-A - Castelo/RJ",,30/03/1999 10:00,10/02/1999,/licitacoes/id/licitacao/11460133000011999/itens
114610: UNIDADE ESTADUAL DO IBGE NO CEARÁ,"2: TOMADA DE PREÇOS                                  ",00001/1999,11461002000011999,,Publicado,"Contratação de empresa especializada para a prestação de serviços de digitação de dados relativos a pesquisas desenvolvidas pelo IBGE, no ambito da Divisão de Pesquisas do Maranhão.",,3623.000214/99,Nacional,1,MARLIO FABIO PELOSI FALCÃO,Chefe do Departamento Regional NE3,03/03/1999 08:00,"Rua Nazaré, 49 - Centro/MA",,18/03/1999 09:00,03/03/1999,/licitacoes/id/licitacao/11461002000011999/itens
114614: UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO,"1: CONVITE                                           ",00001/1999,11461401000011999,,Publicado,Aquisição de combustíveis para os veículos da frota do Dere/Ne2  e Dipeq/Pe.,,3626.000417/99,Nacional,3,MIGUEL ROMUALDO DE MEDEIROS,Chefe do Dere/Ne2,29/04/1999 08:30,"Rua dos Hospício, 387 - Boa Vista/PE",,10/05/1999 09:30,29/04/1999,/licitacoes/id/licitacao/11461401000011999/itens
114614: UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO,"2: TOMADA DE PREÇOS                                  ",00001/1999,11461402000011999,,Publicado,"Contratação de empresa especializada para prestação de serviços de digitação de dados, a serem prestados na DIPEQ/AL.",,3626000508/99,Nacional,1,MARIELZA NEVES TEIXEIRA,Chefe do Dere/Ne2 em Exercício,05/04/1999 09:00,"Praça dos Palmares, sn 3 andar sala 304 - Centro/AL",,20/04/1999 09:30,05/04/1999,/licitacoes/id/licitacao/11461402000011999/itens
114617: UNIDADE ESTADUAL DO IBGE NA BAHIA,"1: CONVITE                                           ",00001/1999,11461701000011999,,Divulgado,Contratação de empresa especializada na prestação de serviço de dig itação de dados.,,36.29.00268/99,Nacional,1,,,21/01/1999 08:00,"Av. Estados Unidos, 476, 3º andar - Comércio/BA",,28/01/1999 09:00,,/licitacoes/id/licitacao/11461701000011999/itens
114617: UNIDADE ESTADUAL DO IBGE NA BAHIA,"2: TOMADA DE PREÇOS                                  ",00001/1999,11461702000011999,,Publicado,Serviços de limpeza e conservação a serem executados nas  depedências do DERE/NE.1 e unidades subordinadas.,,3629.000056/99,Nacional,1,GERALDO CARVALHO DE SOUZA,Presidente da Comissão Permanente de Licitação,08/03/1999 08:00,"Avenida Estados Unidos, 3º andar - Comércio/BA",,29/03/1999 14:00,08/03/1999,/licitacoes/id/licitacao/11461702000011999/itens
114618: UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS,"1: CONVITE                                           ",00001/1999,11461801000011999,,Divulgado,"Contratação de empresa especializada em serviço de conservação e li mpeza para a sede da DIPEQ/ES, na modalidade de carta convite, do tipo meno r preço, conforme previsto na Lei 8666/93, com as alterações introduzidas p ela Lei 8883/94, Lei 9069/95 de 29/06/95, 9648/98, pelo período de 12 meses , podendo ser prorrogado por igual período, até o limite de 36 meses.",,3631000748/98,Nacional,1,,,08/03/1999 09:00,"Av. Nossa Senhora dos Navegantes 675, 9º andar - Enseada do Suá/ES",,15/03/1999 14:30,,/licitacoes/id/licitacao/11461801000011999/itens
114618: UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS,"2: TOMADA DE PREÇOS                                  ",00001/1999,11461802000011999,,Publicado,"A presente licitação, na modalidade Tomada de Preços, do tipo menor preço global a ser regida pela Lei nº 8.666/93, com alterações introduzida s pela Lei 8.883/94 e Lei 9.648/98, tem por objeto a contratação de empresa para prestação de serviços de digitação, para a sede do DERE/SE2.",,3631000034/99,Nacional,1,CARLOS ALBERTO PEREIRA,Chefe do Departamento Regional Sudeste 2,23/02/1999 08:30,Rua Oliveira 523 - Cruzeiro/MG,,10/03/1999 14:00,23/02/1999,/licitacoes/id/licitacao/11461802000011999/itens
114622: UNIDADE ESTADUAL DO IBGE EM SAO PAULO,"2: TOMADA DE PREÇOS                                  ",00001/1999,11462202000011999,,Publicado,Contratação de empresa especializada para prestação de serviços de digitação de dados.,,3635000111/99,Nacional,1,MARA APARECIDA DE MATEO CRISCIBENE,Presidente da Comissão de Licitação,28/05/1999 09:00,"Rua Urussuí,93, 6.andar - Itaim Bibi/SP",,14/06/1999 10:00,28/05/1999,/licitacoes/id/licitacao/11462202000011999/itens
114623: UNIDADE ESTADUAL DO IBGE NO PARANÁ,"2: TOMADA DE PREÇOS                                  ",00001/1999,11462302000011999,,Publicado,"Contratação de empresa prestadora de serviços de limpeza e conservação, nas Unidades do IBGE em Curitiba/PR e uma em Paranaguá/PR",,3641000480/98,Nacional,1,ELISABETE ALVES DA SILVA,Chefe do Setro de Recursos Materiais,23/02/1999 09:00,"Alameda Doutor Carlos de Carvalho, 552 - Centro/PR",,15/03/1999 09:30,22/02/1999,/licitacoes/id/licitacao/11462302000011999/itens
114625: UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL,"2: TOMADA DE PREÇOS                                  ",00001/1999,11462502000011999,,Publicado,Contrataçao de empresa especializada no serviço de transcriçao de d ados.,,A/03643000038/99,Nacional,1,MARCO AURÉLIO MASTALIR MOREIRA,Presidente da Comissao de Licitaçao,19/04/1999 08:30,"Av.Augusto de Carvalho, 1205 - Cidade Baixa/RS",,04/05/1999 10:00,16/04/1999,/licitacoes/id/licitacao/11462502000011999/itens
114629: UNIDADE ESTADUAL DO IBGE NO DISTRITO FEDERAL,"2: TOMADA DE PREÇOS                                  ",00001/1999,11462902000011999,,Publicado,"Contratação de prestação de serviços de digitação nas unidades  do Departamento Regional do Centro-Oeste DERE/CO e Divisões de Pesquisas  dos estados de Goiás, Mato Grosso, Rondônia e Distrito Federal.",,3653000192/99,Nacional,1,EDSON DUARTE ALVES,Presidente,12/04/1999 08:30,SDS BL. H ED. Venancio  II 2. Andar sala 217 - Asa Sul/DF,,28/04/1999 10:00,13/04/1999,/licitacoes/id/licitacao/11462902000011999/itens
114631: UNIDADE ESTADUAL DO IBGE NO RIO DE JANEIRO,"1: CONVITE                                           ",00001/1999,11463101000011999,,Divulgado,Aquisição de microcomputadores,,3633000429998,Nacional,1,,,03/05/1999 09:00,"Av. Beira Mar, 436 - 8º andar - Castelo/RJ",,12/05/1999 11:00,,/licitacoes/id/licitacao/11463101000011999/itens
114702: ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF,"1: CONVITE                                           ",00001/1999,11470201000011999,,Divulgado,"Aquisição de café, açúcar, chá e adoçante líquido.",,8841998,Nacional,5,,,11/01/1999 08:30,SAIS Área 2-A - Asa Sul/DF,,18/01/1999 09:00,,/licitacoes/id/licitacao/11470201000011999/itens
114702: ENAP-ESCOLA NACIONAL DE ADM.PUBLICA/DF,"2: TOMADA DE PREÇOS                                  ",00001/1999,11470202000011999,,Publicado,Contratação de empresa especializada para prestação de serviços delavanderia.,,31999,Nacional,1,MACIEL CARLOS ANTUNES,Presidente - CPL,25/02/1999 08:30,SAIS Área 2-A - Asa Sul  - Setor Policial Sul/DF,,12/03/1999 09:00,25/02/1999,/licitacoes/id/licitacao/11470202000011999/itens
130030: DISTRITO DE METEOROLOGIA/MT,"1: CONVITE                                           ",00001/1999,13003001000011999,,Divulgado,"Reforma, adaptacao nas ESMET de Alagoinhas, Jacobina e Irece.",,1168.000050/99,Nacional,1,,,21/07/1999 09:00,"Rua Tenente Pires Ferreira, 183 - Barra/BA",,28/07/1999 10:30,,/licitacoes/id/licitacao/13003001000011999/itens
130126: COMISSAO EXEC.DA LAVOURA CACAUEIRA,"1: CONVITE                                           ",00001/1999,13012601000011999,,Divulgado,Aquisição de Veículos,,1078.000003/1999,Nacional,1,,,23/08/1999 08:00,"Rod. Augusto Montenegro, Km 07 - Nova Marambaia/PA",,30/08/1999 10:00,,/licitacoes/id/licitacao/13012601000011999/itens
130128: COMISSAO EXEC.DA LAVOURA CACAUEIRA,"1: CONVITE                                           ",00001/1999,13012801000011999,,Divulgado,Aquisição de 05 motocicletas.,,0001/99,Nacional,1,,,30/09/1999 08:00,"Av. Jorge Teixeira, 85, esquina   comrua Alexandre Guimarães - Nova Porto Velho/RO",,14/10/1999 15:00,,/licitacoes/id/licitacao/13012801000011999/itens
125001: INFRAERO CENTRO CORPORATIVO/SEDE,"1: CONVITE                                           ",00001/1999,12500101000011999,,Divulgado,Fornecimento e instalação de pentes de memória e disco rígido para computador PC.,,01/DADL/SEDE/99,Nacional,2,,,11/01/1999 08:00,SCS - Ed. Infraero - Q. 04 - Nº 58 - Bl. A - 2º andar - Asa Sul/DF,,20/01/1999 10:00,,/licitacoes/id/licitacao/12500101000011999/itens
125001: INFRAERO CENTRO CORPORATIVO/SEDE,"2: TOMADA DE PREÇOS                                  ",00001/1999,12500102000011999,,Publicado,"Fornecimento e instalação do Sistema de Detecção e Alarme de Incêndio, para o Aeroporto Internacional Augusto Severo, em Natal (RN).",,01/DADL/SBNT/99,Nacional,1,ROBERTO VITÓRIA PINHEIRO,Chefe do Departamento de Licitações,25/01/1999 08:00,"SCS Q. 04, nº 58, Ed. Infraero, 2º andar - Asa Sul/DF",,01/03/1999 10:00,25/01/1999,/licitacoes/id/licitacao/12500102000011999/itens
125001: INFRAERO CENTRO CORPORATIVO/SEDE,"33: CONCORRÊNCIA POR TÉCNICA E PREÇO                  ",00001/1999,12500133000011999,,Publicado,"A Empresa Brasileira de Infra-Estrutura Aeroportuária INFRAERO torna público que às 10:00 horas do dia 02 de março de 1999, no Auditório  do Departamento de Licitações, localizado no 2º andar do Ed. Infraero,  SCS, Quadra 4, Bl. ""A"", nº 58, em Brasília-DF receberá os Documentos de Habilita ção, Proposta Técnica e de Preços para contratação de empresa  especializa da, para prestação de serviços técnicos de informática, nas áreas de desen volvimento, implantação, operação e manutenção de sistemas, suporte de  re des e softwares básico e administração de banco de dados para a  INFRAEROSEDE.",,C001DADLSEDE99,Nacional,1,ROBERTO VITÓRIA PINHEIRO,Chefe do Departamento de Licitações,05/01/1999 08:00,"SCS, Quadra 4, Bloco A, nº 58, Ed. Infraero, 2º andar. - Asa Sul/DF",,02/03/1999 10:00,05/01/1999,/licitacoes/id/licitacao/12500133000011999/itens
125010: SUPERINTENDÊNCIA REG. DO RIO DE JANEIRO/SRRJ,"3: CONCORRÊNCIA                                      ",00001/1999,12501003000011999,,Publicado,"Serviços de Reserva, Emissão e Marcação de Passagens Aéreas e Terrestres Nacionais Retirada até o dia 13.10.99  Valor do Edital R$ 15,00 (quinze reais).",,3011999,Nacional,1,JOSÉ CARLOS LEAL LINS,Chefe da Divisão de Processos Licitatórios,10/09/1999 08:30,Aeroporto Internacional do RJ/Galeão-Antonio Carlos Jobim - Prédio UAC - sala 546 - Ilha do Governador/RJ,,20/10/1999 10:00,10/09/1999,/licitacoes/id/licitacao/12501003000011999/itens
125011: AEROPORTO DE JACAREPAGUÁ/SBJR,"3: CONCORRÊNCIA                                      ",00001/1999,12501103000011999,,Publicado,"Concessão de uso de área destinada a co mercialização de produtos e componentes utiliza dos em reparos de equipamentos aeronáuticos, ae roespacial e naval.",,0001/99,Nacional,1,VANDA CASSIA TOSTES VIEIRA,Gerente Administrativa Financeira e Comercial,16/06/1999 08:30,"Av Ayrton Senna, 2541 Aeroporto de Jacarepaguá - Barra da Tijuca/RJ",,16/07/1999 10:00,16/06/1999,/licitacoes/id/licitacao/12501103000011999/itens
125050: AEROPORTO DE CONFINS/SBCF,"1: CONVITE                                           ",00001/1999,12505001000011999,,Divulgado,"Fornecimento e instalação de um sistema informatizado de identifica ção, incluindo camera digital, placa de captura de imagem, impressora termi ca, slot reader, software e demais acessorios, para o Aeroporto Internacion al Tancredo Neves Confins/MG.",,01/SBCF/1999,Nacional,1,,,13/04/1999 08:00,Aeroporto Internacional Tancredo Neves - /MG,,26/04/1999 14:00,,/licitacoes/id/licitacao/12505001000011999/itens
125050: AEROPORTO DE CONFINS/SBCF,"3: CONCORRÊNCIA                                      ",00001/1999,12505003000011999,,Publicado,"Concessão de uso de área identificada sob o código    TPSMVP01, medindo 122,63 m2 (cento e vinte e dois metros e sessenta e      três decímetros quadrados), localizada no Setor A, Nível Térreo, Área Restrita, do Terminal de Passageiros do Aeroporto Internacional Tancredo    Neves, destinada à exploração comercial da atividade de Atendimento Especial   a seus Passageiros. O edital poderá ser retirado até o terceiro  dia  útil imediatamente anterior a data de abertura, mediante o recolhimento   da importância de R$ 10,00 (dez reais).",,01/SBCF(CFCI)/99,Nacional,1,MARTA SIBÉRIA SALOMÃO MARTINS,"Encarregada do Setor de Licitações, Compras e Contratos",20/04/1999 08:30,Aeroporto Internacional Tancredo Neves - /MG,,26/05/1999 14:00,19/04/1999,/licitacoes/id/licitacao/12505003000011999/itens
125051: AEROPORTO DE BH - PAMPULHA / SBBH,"1: CONVITE                                           ",00001/1999,12505101000011999,,Divulgado,"Aquisição de veículo automotor movo, modelo pick-up cabine  dupla com quatro portas, capacidade de carga 1000 quilos, motor a diesel de 95CV, com tração 4x4.",,01/SBBH/99,Nacional,1,,,10/06/1999 08:30,"Praça Bagatelle, 204 - Aeroporto/MG",,22/06/1999 10:00,,/licitacoes/id/licitacao/12505101000011999/itens
125060: AEROPORTO DE VITÓRIA/SBVT,"1: CONVITE                                           ",00001/1999,12506001000011999,,Divulgado,Iluminação do pátio de  estacionamento na área ampliada do Aeroporto de Vitória SBVT,,01/SBVT/VTAF/99,Nacional,1,,,14/07/1999 10:00,"Av.Fernando Ferrari, s/n    Aeroportode Vitória -     Administração da      INFRAERO - Aeroporto                     Goiabeiras/ES",,23/07/1999 10:00,,/licitacoes/id/licitacao/12506001000011999/itens
125075: AEROPORTO DE CAMPINAS/SBKP,"2: TOMADA DE PREÇOS                                  ",00001/1999,12507502000011999,,Publicado,Fornecimento de 06 (seis) máquinas  de embalar materiais sobre paletes e 1000  (mil) bobinas de filme esticável de polietileno para o Terminal de Cargas do Aeroporto Internacional de Vircopos / Campinas SP.,,01/SBKP-KPCA/99,Nacional,1,LUCIANO DE OLIVEIRA RAMOS,Chefe da Seção de Administração Geral,30/09/1999 08:00,"Aeroporto Internacional de  ViracoposRodovia Santos Dumont, km 66 - Viracopos/SP",,15/10/1999 09:00,30/09/1999,/licitacoes/id/licitacao/12507502000011999/itens
125075: AEROPORTO DE CAMPINAS/SBKP,"3: CONCORRÊNCIA                                      ",00001/1999,12507503000011999,,Publicado,"Concessão de uso de 05 (cinco)  áreas, com 0,75m2 (setenta  e  cinco   decímetros quadrados) cada, destinadas a  instalação  e exploração comercial de máquinas  automáticas, denominadas Vending Machines, para venda   de refrigerantes no Aeroporto Internacional   de Viracopos/Campinas.",,01/SBKP-KPCI/99,Nacional,1,LUCIANO DE OLIVEIRA RAMOS,Chefe da Seção de Administração Geral,04/10/1999 08:00,"Aeroporto Internacional de  ViracoposRodovia Santos Dumont, km 66 - Viracopos/SP",,03/11/1999 09:00,04/10/1999,/licitacoes/id/licitacao/12507503000011999/itens
130075: DISTRITO DE METEOROLOGIA/RS,"1: CONVITE                                           ",00001/1999,13007501000011999,,Divulgado,Prestação de serviços com fornecimento de passagens aéreas no âmbito nacional.,,1176.00071/99-11,Nacional,1,,,23/06/1999 08:30,"Rua Professor Cristiano Fischer, 1297 - Jardim Botânico/RS",,08/07/1999 09:30,,/licitacoes/id/licitacao/13007501000011999/itens
125080: AEROPORTO DE PORTO ALEGRE/SBPA,"3: CONCORRÊNCIA                                      ",00001/1999,12508003000011999,,Publicado,"Concessão de uso de área com 4,5 m2, destinada à locação de veículo s balcão, no Aeroporto de Londrina PR.",,01/CNPA/SBLO/99,Nacional,1,MARCIA RUBIA DIHL PIONER,Chefe da Seção de Licitação e Compras,24/05/1999 09:00,Rua Tenente João Maurício de Medeiros nr. 300 - Aeroporto/PR,,09/07/1999 09:00,24/05/1999,/licitacoes/id/licitacao/12508003000011999/itens
125101: AEROPORTO DE NAVEGANTES/SBNF,"3: CONCORRÊNCIA                                      ",00001/1999,12510103000011999,,Publicado,Concessão de uso de área destinada a exploração comercial dos servi ços de locação de veículos no Aeroporto de Navegantes SC.,,01/CNPA/SBNF/99,Nacional,1,MARCIA RUBIA PIONER,Chefe Seção,25/03/1999 09:00,Aeroporto de Navegantes - São Domingos/SC,,26/04/1999 09:00,25/03/1999,/licitacoes/id/licitacao/12510103000011999/itens
