no_cidade,nome_da_nidade,gid,valor,taxa
"Vila Flor","<i>Vila Flor</i>","6594","<b>1</b>","1"
"Monte Alegre","<i>Monte Alegre</i>","6513","<b>3</b>","3"
"São Caitano","<i>São Caitano</i>","9997","<b>3</b>","3"
"Alagoa","<i>Alagoa</i>","10224","<b>0</b>","0"
"Poá","<i>Poá</i>","8715","<b>1</b>","1"
"Lagoa do Sítio","<i>Lagoa do Sítio</i>","7008","<b>1</b>","1"
"Jaguaribe","<i>Jaguaribe</i>","7209","<b>3</b>","3"
"Vila Rica","<i>Vila Rica</i>","7436","<b>3</b>","3"
"Uirapuru","<i>Uirapuru</i>","7677","<b>1</b>","1"
"Gonçalves Dias","<i>Gonçalves Dias</i>","9130","<b>1</b>","1"
"São Francisco","<i>São Francisco</i>","6776","<b>0</b>","0"
"Caracol","<i>Caracol</i>","9789","<b>0</b>","0"
"Abel Figueiredo","<i>Abel Figueiredo</i>","5575","<b>1</b>","1"
"Pedro Alexandre","<i>Pedro Alexandre</i>","8058","<b>2</b>","2"
"Gurinhatã","<i>Gurinhatã</i>","10541","<b>1</b>","1"
"Alto Rio Doce","<i>Alto Rio Doce</i>","10234","<b>1</b>","1"
"Dores do Turvo","<i>Dores do Turvo</i>","10471","<b>1</b>","1"
"Canguçu","<i>Canguçu</i>","9350","<b>1</b>","1"
"Entre Rios do Sul","<i>Entre Rios do Sul</i>","9417","<b>0</b>","0"
"Puxinanã","<i>Puxinanã</i>","6748","<b>3</b>","3"
"São Francisco","<i>São Francisco</i>","7754","<b>1</b>","1"
"Nova Esperança","<i>Nova Esperança</i>","5965","<b>1</b>","1"
"Jales","<i>Jales</i>","8552","<b>4</b>","4"
"Goianorte","<i>Goianorte</i>","8970","<b>1</b>","1"
"Capela do Alto","<i>Capela do Alto</i>","8389","<b>1</b>","1"
"Arês","<i>Arês</i>","6439","<b>1</b>","1"
"Piedade do Rio Grande","<i>Piedade do Rio Grande</i>","10799","<b>1</b>","1"
"Itapuí","<i>Itapuí</i>","8533","<b>1</b>","1"
"Cássia dos Coqueiros","<i>Cássia dos Coqueiros</i>","8395","<b>0</b>","0"
"São Valentim","<i>São Valentim</i>","9685","<b>0</b>","0"
"Guapiaçu","<i>Guapiaçu</i>","8470","<b>5</b>","5"
"Parisi","<i>Parisi</i>","8678","<b>1</b>","1"
"Coronel Freitas","<i>Coronel Freitas</i>","6203","<b>0</b>","0"
"Camaçari","<i>Camaçari</i>","7832","<b>8</b>","8"
"Teodoro Sampaio","<i>Teodoro Sampaio</i>","8877","<b>3</b>","3"
"Braúnas","<i>Braúnas</i>","10306","<b>1</b>","1"
"Fernando Pedroza","<i>Fernando Pedroza</i>","6469","<b>1</b>","1"
"Jateí","<i>Jateí</i>","9814","<b>0</b>","0"
"Fervedouro","<i>Fervedouro</i>","10500","<b>1</b>","1"
"Demerval Lobão","<i>Demerval Lobão</i>","6963","<b>2</b>","2"
"Lajeado","<i>Lajeado</i>","9503","<b>3</b>","3"
"Crissiumal","<i>Crissiumal</i>","9393","<b>1</b>","1"
"Perobal","<i>Perobal</i>","5994","<b>0</b>","0"
"Bento de Abreu","<i>Bento de Abreu</i>","8340","<b>0</b>","0"
"Japurá","<i>Japurá</i>","5906","<b>0</b>","0"
"Palmeira dos Índios","<i>Palmeira dos Índios</i>","10099","<b>3</b>","3"
"Pintadas","<i>Pintadas</i>","8063","<b>0</b>","0"
"Campina da Lagoa","<i>Campina da Lagoa</i>","5787","<b>1</b>","1"
"Ponte Preta","<i>Ponte Preta</i>","9595","<b>0</b>","0"
"Morro da Fumaça","<i>Morro da Fumaça</i>","6299","<b>2</b>","2"
"Quixabá","<i>Quixabá</i>","6750","<b>1</b>","1"
"Vertente do Lério","<i>Vertente do Lério</i>","10028","<b>1</b>","1"
"Carolina","<i>Carolina</i>","9104","<b>3</b>","3"
"Timbiras","<i>Timbiras</i>","9257","<b>0</b>","0"
"Hidrolândia","<i>Hidrolândia</i>","7545","<b>2</b>","2"
"Pocinhos","<i>Pocinhos</i>","6742","<b>5</b>","5"
"Ubaí","<i>Ubaí</i>","11032","<b>0</b>","0"
"Pedras Altas","<i>Pedras Altas</i>","9579","<b>0</b>","0"
"Buriti Bravo","<i>Buriti Bravo</i>","9094","<b>3</b>","3"
"Cerro Negro","<i>Cerro Negro</i>","6197","<b>1</b>","1"
"Santana do Mundaú","<i>Santana do Mundaú</i>","10119","<b>2</b>","2"
"Santa Maria do Oeste","<i>Santa Maria do Oeste</i>","6061","<b>2</b>","2"
"Arenápolis","<i>Arenápolis</i>","7312","<b>1</b>","1"
"Irituia","<i>Irituia</i>","5630","<b>3</b>","3"
"São Miguel dos Campos","<i>São Miguel dos Campos</i>","10124","<b>6</b>","6"
"Tobias Barreto","<i>Tobias Barreto</i>","7759","<b>6</b>","6"
"Saúde","<i>Saúde</i>","8128","<b>2</b>","2"
"Ipu","<i>Ipu</i>","7196","<b>8</b>","8"
"Ouro Velho","<i>Ouro Velho</i>","6727","<b>1</b>","1"
"Varjota","<i>Varjota</i>","7297","<b>4</b>","4"
"Jundiá","<i>Jundiá</i>","6495","<b>1</b>","1"
"Carnaíba","<i>Carnaíba</i>","9889","<b>3</b>","3"
"Goiânia","<i>Goiânia</i>","7535","<b>12</b>","12"
"Cedro de São João","<i>Cedro de São João</i>","7701","<b>0</b>","0"
"Janaúba","<i>Janaúba</i>","10609","<b>4</b>","4"
"Campos Lindos","<i>Campos Lindos</i>","8945","<b>0</b>","0"
"Pendências","<i>Pendências</i>","6535","<b>1</b>","1"
"Águas Mornas","<i>Águas Mornas</i>","6140","<b>1</b>","1"
"Parambu","<i>Parambu</i>","7250","<b>3</b>","3"
"Paulo Afonso","<i>Paulo Afonso</i>","8055","<b>2</b>","2"
"Guará","<i>Guará</i>","8472","<b>1</b>","1"
"Camargo","<i>Camargo</i>","9338","<b>1</b>","1"
"Jatobá do Piauí","<i>Jatobá do Piauí</i>","6994","<b>1</b>","1"
"Florínia","<i>Florínia</i>","8455","<b>0</b>","0"
"Leme","<i>Leme</i>","8572","<b>2</b>","2"
"Cerro Grande do Sul","<i>Cerro Grande do Sul</i>","9372","<b>2</b>","2"
"Ibiraçu","<i>Ibiraçu</i>","11095","<b>2</b>","2"
"Simões","<i>Simões</i>","7101","<b>2</b>","2"
"Ibiracatu","<i>Ibiracatu</i>","10547","<b>0</b>","0"
"Jandira","<i>Jandira</i>","8554","<b>4</b>","4"
"Anadia","<i>Anadia</i>","10034","<b>1</b>","1"
"Paulínia","<i>Paulínia</i>","8681","<b>0</b>","0"
"Antônio Carlos","<i>Antônio Carlos</i>","6147","<b>1</b>","1"
"Assis Brasil","<i>Assis Brasil</i>","6871","<b>5</b>","5"
"Nova Olinda","<i>Nova Olinda</i>","6723","<b>2</b>","2"
"Fortuna de Minas","<i>Fortuna de Minas</i>","10505","<b>1</b>","1"
"Matina","<i>Matina</i>","8015","<b>2</b>","2"
"Jaupaci","<i>Jaupaci</i>","7569","<b>1</b>","1"
"Presidente Vargas","<i>Presidente Vargas</i>","9208","<b>2</b>","2"
"Passagem","<i>Passagem</i>","6729","<b>1</b>","1"
"Fortaleza","<i>Fortaleza</i>","7174","<b>22</b>","22"
"Campo Novo","<i>Campo Novo</i>","9344","<b>0</b>","0"
"Lobato","<i>Lobato</i>","5923","<b>1</b>","1"
"Marianópolis do Tocantins","<i>Marianópolis do Tocantins</i>","8987","<b>0</b>","0"
"Pentecoste","<i>Pentecoste</i>","7254","<b>4</b>","4"
"Ribeirão Bonito","<i>Ribeirão Bonito</i>","8751","<b>0</b>","0"
"Itacoatiara","<i>Itacoatiara</i>","10163","<b>7</b>","7"
"Tio Hugo","<i>Tio Hugo</i>","9720","<b>0</b>","0"
"Caieiras","<i>Caieiras</i>","8372","<b>0</b>","0"
"Limeira","<i>Limeira</i>","8574","<b>4</b>","4"
"Esperantina","<i>Esperantina</i>","8964","<b>3</b>","3"
"Pimenta Bueno","<i>Pimenta Bueno</i>","6833","<b>1</b>","1"
"Curralinhos","<i>Curralinhos</i>","6961","<b>1</b>","1"
"Maetinga","<i>Maetinga</i>","8002","<b>3</b>","3"
"Serra da Saudade","<i>Serra da Saudade</i>","10994","<b>0</b>","0"
"Vargem","<i>Vargem</i>","8902","<b>2</b>","2"
"Taquara","<i>Taquara</i>","9713","<b>1</b>","1"
"Babaçulândia","<i>Babaçulândia</i>","8935","<b>2</b>","2"
"Darcinópolis","<i>Darcinópolis</i>","8959","<b>0</b>","0"
"Jati","<i>Jati</i>","7212","<b>0</b>","0"
"Tabaí","<i>Tabaí</i>","9709","<b>1</b>","1"
"Rio da Conceição","<i>Rio da Conceição</i>","9025","<b>0</b>","0"
"Sardoá","<i>Sardoá</i>","10979","<b>1</b>","1"
"Riacho Frio","<i>Riacho Frio</i>","7062","<b>1</b>","1"
"Canhotinho","<i>Canhotinho</i>","9887","<b>5</b>","5"
"São Gonçalo do Abaeté","<i>São Gonçalo do Abaeté</i>","10931","<b>0</b>","0"
"Itajobi","<i>Itajobi</i>","8521","<b>2</b>","2"
"Capão do Cipó","<i>Capão do Cipó</i>","9355","<b>1</b>","1"
"Trombas","<i>Trombas</i>","7674","<b>1</b>","1"
"Ingazeira","<i>Ingazeira</i>","9925","<b>1</b>","1"
"Sairé","<i>Sairé</i>","9983","<b>0</b>","0"
"Normandia","<i>Normandia</i>","10206","<b>11</b>","11"
"Guidoval","<i>Guidoval</i>","10538","<b>0</b>","0"
"Chiador","<i>Chiador</i>","10390","<b>0</b>","0"
"Tefé","<i>Tefé</i>","10192","<b>1</b>","1"
"Aloândia","<i>Aloândia</i>","7449","<b>1</b>","1"
"Água Comprida","<i>Água Comprida</i>","10218","<b>0</b>","0"
"Apiaí","<i>Apiaí</i>","8300","<b>2</b>","2"
"Montalvânia","<i>Montalvânia</i>","10704","<b>1</b>","1"
"Natalândia","<i>Natalândia</i>","10724","<b>0</b>","0"
"Cerro Azul","<i>Cerro Azul</i>","5806","<b>4</b>","4"
"Amapá","<i>Amapá</i>","5719","<b>3</b>","3"
"Rio Real","<i>Rio Real</i>","8093","<b>3</b>","3"
"São Mateus","<i>São Mateus</i>","11132","<b>9</b>","9"
"Itaperuna","<i>Itaperuna</i>","8211","<b>8</b>","8"
"Capivari","<i>Capivari</i>","8390","<b>1</b>","1"
"Mauá","<i>Mauá</i>","8601","<b>4</b>","4"
"Casa Branca","<i>Casa Branca</i>","8394","<b>1</b>","1"
"Oscar Bressane","<i>Oscar Bressane</i>","8659","<b>0</b>","0"
"Mira Estrela","<i>Mira Estrela</i>","8608","<b>0</b>","0"
"Santa Gertrudes","<i>Santa Gertrudes</i>","8793","<b>3</b>","3"
"Juranda","<i>Juranda</i>","5913","<b>0</b>","0"
"Figueirópolis","<i>Figueirópolis</i>","8966","<b>1</b>","1"
"Matões do Norte","<i>Matões do Norte</i>","9170","<b>4</b>","4"
"Choró","<i>Choró</i>","7162","<b>8</b>","8"
"Porto Firme","<i>Porto Firme</i>","10823","<b>2</b>","2"
"Escada","<i>Escada</i>","9905","<b>0</b>","0"
"Luiz Alves","<i>Luiz Alves</i>","6282","<b>0</b>","0"
"Chapadão do Sul","<i>Chapadão do Sul</i>","9791","<b>2</b>","2"
"Rio Novo","<i>Rio Novo</i>","10856","<b>0</b>","0"
"Potim","<i>Potim</i>","8726","<b>3</b>","3"
"Benjamin Constant","<i>Benjamin Constant</i>","10144","<b>2</b>","2"
"Aquiraz","<i>Aquiraz</i>","7127","<b>8</b>","8"
"Ventania","<i>Ventania</i>","6125","<b>0</b>","0"
"Montes Claros de Goiás","<i>Montes Claros de Goiás</i>","7587","<b>3</b>","3"
"Jacinto","<i>Jacinto</i>","10603","<b>3</b>","3"
"Nazareno","<i>Nazareno</i>","10726","<b>1</b>","1"
"Sarutaiá","<i>Sarutaiá</i>","8842","<b>1</b>","1"
"Marema","<i>Marema</i>","6290","<b>1</b>","1"
"Pinhalzinho","<i>Pinhalzinho</i>","8700","<b>0</b>","0"
"Caconde","<i>Caconde</i>","8369","<b>2</b>","2"
"Colônia do Gurguéia","<i>Colônia do Gurguéia</i>","6952","<b>3</b>","3"
"Orleans","<i>Orleans</i>","6307","<b>1</b>","1"
"Itaúna do Sul","<i>Itaúna do Sul</i>","5894","<b>2</b>","2"
"São Benedito do Rio Preto","<i>São Benedito do Rio Preto</i>","9225","<b>0</b>","0"
"Guarapari","<i>Guarapari</i>","11093","<b>1</b>","1"
"Mato Queimado","<i>Mato Queimado</i>","9523","<b>0</b>","0"
"Quintana","<i>Quintana</i>","8742","<b>1</b>","1"
"Coronel Vivida","<i>Coronel Vivida</i>","5820","<b>3</b>","3"
"Santa Bárbara do Sul","<i>Santa Bárbara do Sul</i>","9632","<b>1</b>","1"
"São João d'Aliança","<i>São João d'Aliança</i>","7656","<b>4</b>","4"
"Boquim","<i>Boquim</i>","7693","<b>3</b>","3"
"Paulo Frontin","<i>Paulo Frontin</i>","5992","<b>0</b>","0"
"Juruena","<i>Juruena</i>","7359","<b>1</b>","1"
"Goiatins","<i>Goiatins</i>","8971","<b>1</b>","1"
"Canguaretama","<i>Canguaretama</i>","6452","<b>3</b>","3"
"Cabo Frio","<i>Cabo Frio</i>","8190","<b>5</b>","5"
"Tupiratins","<i>Tupiratins</i>","9052","<b>1</b>","1"
"Curral de Cima","<i>Curral de Cima</i>","6665","<b>0</b>","0"
"Esmeraldas","<i>Esmeraldas</i>","10481","<b>1</b>","1"
"Palmeirante","<i>Palmeirante</i>","9004","<b>2</b>","2"
"Barra de São Francisco","<i>Barra de São Francisco</i>","11076","<b>1</b>","1"
"Boninal","<i>Boninal</i>","7811","<b>0</b>","0"
"Canitar","<i>Canitar</i>","8387","<b>1</b>","1"
"Mara Rosa","<i>Mara Rosa</i>","7578","<b>1</b>","1"
"Gado Bravo","<i>Gado Bravo</i>","6677","<b>2</b>","2"
"Avelino Lopes","<i>Avelino Lopes</i>","6908","<b>2</b>","2"
"Jaicós","<i>Jaicós</i>","6992","<b>1</b>","1"
"Santo Antônio do Jardim","<i>Santo Antônio do Jardim</i>","8809","<b>1</b>","1"
"Pitangueiras","<i>Pitangueiras</i>","8712","<b>1</b>","1"
"Igarapé-Açu","<i>Igarapé-Açu</i>","5626","<b>1</b>","1"
"Guapiara","<i>Guapiara</i>","8471","<b>0</b>","0"
"Palmital","<i>Palmital</i>","5982","<b>1</b>","1"
"Coreaú","<i>Coreaú</i>","7164","<b>1</b>","1"
"Passos Maia","<i>Passos Maia</i>","6320","<b>3</b>","3"
"Nossa Senhora Aparecida","<i>Nossa Senhora Aparecida</i>","7729","<b>1</b>","1"
"Macaúbas","<i>Macaúbas</i>","7999","<b>1</b>","1"
"Ecoporanga","<i>Ecoporanga</i>","11089","<b>2</b>","2"
"Portel","<i>Portel</i>","5669","<b>5</b>","5"
"Irapuã","<i>Irapuã</i>","8517","<b>1</b>","1"
"Baião","<i>Baião</i>","5589","<b>12</b>","12"
"Tamboril","<i>Tamboril</i>","7285","<b>2</b>","2"
"Varjão de Minas","<i>Varjão de Minas</i>","11046","<b>0</b>","0"
"Alagoa Grande","<i>Alagoa Grande</i>","6597","<b>2</b>","2"
"Ipiguá","<i>Ipiguá</i>","8513","<b>0</b>","0"
"Santa Luzia do Itanhy","<i>Santa Luzia do Itanhy</i>","7748","<b>6</b>","6"
"Sussuapara","<i>Sussuapara</i>","7104","<b>0</b>","0"
"Ninheira","<i>Ninheira</i>","10728","<b>1</b>","1"
"Sorocaba","<i>Sorocaba</i>","8852","<b>4</b>","4"
"Ubatuba","<i>Ubatuba</i>","8892","<b>3</b>","3"
"Niquelândia","<i>Niquelândia</i>","7598","<b>4</b>","4"
"Andrelândia","<i>Andrelândia</i>","10241","<b>1</b>","1"
"Carandaí","<i>Carandaí</i>","10355","<b>11</b>","11"
"Juvenília","<i>Juvenília</i>","10634","<b>0</b>","0"
"Muzambinho","<i>Muzambinho</i>","10720","<b>1</b>","1"
"Mansidão","<i>Mansidão</i>","8008","<b>2</b>","2"
"Peixe","<i>Peixe</i>","9010","<b>4</b>","4"
"Trindade do Sul","<i>Trindade do Sul</i>","9733","<b>1</b>","1"
"Barro Duro","<i>Barro Duro</i>","6913","<b>1</b>","1"
"Tacima","<i>Tacima</i>","6807","<b>2</b>","2"
"São Martinho","<i>São Martinho</i>","9674","<b>0</b>","0"
"Caiçara do Norte","<i>Caiçara do Norte</i>","6448","<b>0</b>","0"
"Cubati","<i>Cubati</i>","6661","<b>2</b>","2"
"São Sebastião da Vargem Alegre","<i>São Sebastião da Vargem Alegre</i>","10967","<b>0</b>","0"
"Miraguaí","<i>Miraguaí</i>","9526","<b>0</b>","0"
"Córrego Danta","<i>Córrego Danta</i>","10428","<b>0</b>","0"
"Resende","<i>Resende</i>","8241","<b>10</b>","10"
"Descoberto","<i>Descoberto</i>","10448","<b>0</b>","0"
"Lagamar","<i>Lagamar</i>","10636","<b>0</b>","0"
"Santa Terezinha do Progresso","<i>Santa Terezinha do Progresso</i>","6366","<b>1</b>","1"
"Tavares","<i>Tavares</i>","6809","<b>6</b>","6"
"Candói","<i>Candói</i>","5796","<b>2</b>","2"
"Feira Nova","<i>Feira Nova</i>","7706","<b>2</b>","2"
"Vargem Grande do Rio Pardo","<i>Vargem Grande do Rio Pardo</i>","11044","<b>1</b>","1"
"São João do Arraial","<i>São João do Arraial</i>","7085","<b>1</b>","1"
"Belmonte","<i>Belmonte</i>","6166","<b>1</b>","1"
"Sabinópolis","<i>Sabinópolis</i>","10871","<b>2</b>","2"
"Taparuba","<i>Taparuba</i>","11010","<b>0</b>","0"
"Sarandi","<i>Sarandi</i>","6093","<b>7</b>","7"
"Sacramento","<i>Sacramento</i>","10872","<b>1</b>","1"
"Bambuí","<i>Bambuí</i>","10267","<b>1</b>","1"
"Santa Maria do Herval","<i>Santa Maria do Herval</i>","9637","<b>1</b>","1"
"Salvador do Sul","<i>Salvador do Sul</i>","9630","<b>1</b>","1"
"Miracema do Tocantins","<i>Miracema do Tocantins</i>","8990","<b>2</b>","2"
"Ipupiara","<i>Ipupiara</i>","7930","<b>2</b>","2"
"Sul Brasil","<i>Sul Brasil</i>","6396","<b>0</b>","0"
"Guapirama","<i>Guapirama</i>","5864","<b>1</b>","1"
"Buriti de Goiás","<i>Buriti de Goiás</i>","7480","<b>1</b>","1"
"Teófilo Otoni","<i>Teófilo Otoni</i>","11016","<b>0</b>","0"
"Juquiá","<i>Juquiá</i>","8566","<b>1</b>","1"
"Sítio d'Abadia","<i>Sítio d'Abadia</i>","7668","<b>1</b>","1"
"Doresópolis","<i>Doresópolis</i>","10472","<b>0</b>","0"
"Perdizes","<i>Perdizes</i>","10792","<b>0</b>","0"
"Taiúva","<i>Taiúva</i>","8863","<b>1</b>","1"
"Horizontina","<i>Horizontina</i>","9464","<b>2</b>","2"
"Vila Lângaro","<i>Vila Lângaro</i>","9760","<b>1</b>","1"
"João Ramalho","<i>João Ramalho</i>","8560","<b>1</b>","1"
"Estreito","<i>Estreito</i>","9123","<b>6</b>","6"
"São Domingos","<i>São Domingos</i>","8114","<b>1</b>","1"
"Martinópolis","<i>Martinópolis</i>","8599","<b>2</b>","2"
"Monteiro","<i>Monteiro</i>","6718","<b>5</b>","5"
"Júlio de Castilhos","<i>Júlio de Castilhos</i>","9498","<b>0</b>","0"
"Lavrinhas","<i>Lavrinhas</i>","8571","<b>1</b>","1"
"Ibipitanga","<i>Ibipitanga</i>","7913","<b>1</b>","1"
"Nobres","<i>Nobres</i>","7368","<b>1</b>","1"
"Dois Córregos","<i>Dois Córregos</i>","8427","<b>1</b>","1"
"Três Coroas","<i>Três Coroas</i>","9728","<b>0</b>","0"
"Cuparaque","<i>Cuparaque</i>","10441","<b>1</b>","1"
"Santa Lúcia","<i>Santa Lúcia</i>","8795","<b>2</b>","2"
"Gália","<i>Gália</i>","8460","<b>1</b>","1"
"Redenção","<i>Redenção</i>","7268","<b>3</b>","3"
"Santana","<i>Santana</i>","8106","<b>2</b>","2"
"Bacurituba","<i>Bacurituba</i>","9077","<b>2</b>","2"
"Caapiranga","<i>Caapiranga</i>","10149","<b>2</b>","2"
"Divinópolis do Tocantins","<i>Divinópolis do Tocantins</i>","8961","<b>1</b>","1"
"Nina Rodrigues","<i>Nina Rodrigues</i>","9178","<b>1</b>","1"
"Banzaê","<i>Banzaê</i>","7794","<b>0</b>","0"
"Centenário","<i>Centenário</i>","9368","<b>1</b>","1"
"Paial","<i>Paial</i>","6311","<b>0</b>","0"
"Água Fria de Goiás","<i>Água Fria de Goiás</i>","7445","<b>1</b>","1"
"Lençóis Paulista","<i>Lençóis Paulista</i>","8573","<b>3</b>","3"
"Nortelândia","<i>Nortelândia</i>","7369","<b>1</b>","1"
"Caçu","<i>Caçu</i>","7486","<b>4</b>","4"
"Bela Cruz","<i>Bela Cruz</i>","7144","<b>5</b>","5"
"Nova Santa Helena","<i>Nova Santa Helena</i>","7374","<b>0</b>","0"
"Olho D'Água do Piauí","<i>Olho D'Água do Piauí</i>","7034","<b>2</b>","2"
"Quatro Pontes","<i>Quatro Pontes</i>","6023","<b>1</b>","1"
"Areia Branca","<i>Areia Branca</i>","7691","<b>1</b>","1"
"Coqueiral","<i>Coqueiral</i>","10417","<b>3</b>","3"
"Inocência","<i>Inocência</i>","9807","<b>0</b>","0"
"Marcos Parente","<i>Marcos Parente</i>","7015","<b>1</b>","1"
"Ipatinga","<i>Ipatinga</i>","10568","<b>3</b>","3"
"Platina","<i>Platina</i>","8714","<b>1</b>","1"
"Luís Domingues","<i>Luís Domingues</i>","9162","<b>2</b>","2"
"Saltinho","<i>Saltinho</i>","8777","<b>1</b>","1"
"Maruim","<i>Maruim</i>","7724","<b>5</b>","5"
"São Pedro do Butiá","<i>São Pedro do Butiá</i>","9681","<b>0</b>","0"
"Taboleiro Grande","<i>Taboleiro Grande</i>","6579","<b>1</b>","1"
"Siriri","<i>Siriri</i>","7757","<b>3</b>","3"
"Mundo Novo","<i>Mundo Novo</i>","7594","<b>0</b>","0"
"Serra Negra","<i>Serra Negra</i>","8846","<b>2</b>","2"
"Nossa Senhora de Lourdes","<i>Nossa Senhora de Lourdes</i>","7732","<b>0</b>","0"
"Casserengue","<i>Casserengue</i>","6650","<b>2</b>","2"
"Damianópolis","<i>Damianópolis</i>","7516","<b>0</b>","0"
"Córrego do Bom Jesus","<i>Córrego do Bom Jesus</i>","10429","<b>0</b>","0"
"Madre de Deus de Minas","<i>Madre de Deus de Minas</i>","10662","<b>1</b>","1"
"Miranorte","<i>Miranorte</i>","8991","<b>1</b>","1"
"Nova Veneza","<i>Nova Veneza</i>","7605","<b>2</b>","2"
"Ibitinga","<i>Ibitinga</i>","8495","<b>1</b>","1"
"Caibaté","<i>Caibaté</i>","9335","<b>1</b>","1"
"Fátima","<i>Fátima</i>","8965","<b>1</b>","1"
"Angical","<i>Angical</i>","7778","<b>1</b>","1"
"Itapeva","<i>Itapeva</i>","10591","<b>0</b>","0"
"São Pedro da Serra","<i>São Pedro da Serra</i>","9679","<b>1</b>","1"
"Santa Rosa do Purus","<i>Santa Rosa do Purus</i>","6886","<b>2</b>","2"
"Rio das Flores","<i>Rio das Flores</i>","8244","<b>3</b>","3"
"Anitápolis","<i>Anitápolis</i>","6146","<b>0</b>","0"
"Paraú","<i>Paraú</i>","6522","<b>1</b>","1"
"Campo Verde","<i>Campo Verde</i>","7322","<b>3</b>","3"
"Maratá","<i>Maratá</i>","9514","<b>0</b>","0"
"Costa Marques","<i>Costa Marques</i>","6825","<b>0</b>","0"
"Porto Alegre do Tocantins","<i>Porto Alegre do Tocantins</i>","9018","<b>0</b>","0"
"São Jorge d'Oeste","<i>São Jorge d'Oeste</i>","6078","<b>1</b>","1"
"Nova Ipixuna","<i>Nova Ipixuna</i>","5651","<b>1</b>","1"
"São João da Urtiga","<i>São João da Urtiga</i>","9659","<b>2</b>","2"
"Antônio Almeida","<i>Antônio Almeida</i>","6903","<b>0</b>","0"
"Cruzeiro da Fortaleza","<i>Cruzeiro da Fortaleza</i>","10439","<b>1</b>","1"
"Cambira","<i>Cambira</i>","5786","<b>1</b>","1"
"São João das Missões","<i>São João das Missões</i>","10940","<b>0</b>","0"
"Pão de Açúcar","<i>Pão de Açúcar</i>","10100","<b>1</b>","1"
"Itanhomi","<i>Itanhomi</i>","10587","<b>2</b>","2"
"Cafelândia","<i>Cafelândia</i>","5781","<b>1</b>","1"
"Araguanã","<i>Araguanã</i>","8928","<b>1</b>","1"
"Tuiuti","<i>Tuiuti</i>","8886","<b>0</b>","0"
"Pirajuba","<i>Pirajuba</i>","10805","<b>0</b>","0"
"Cotegipe","<i>Cotegipe</i>","7874","<b>0</b>","0"
"Vale de São Domingos","<i>Vale de São Domingos</i>","7433","<b>0</b>","0"
"Campo Alegre","<i>Campo Alegre</i>","10047","<b>7</b>","7"
"Itaqui","<i>Itaqui</i>","9485","<b>4</b>","4"
"Panamá","<i>Panamá</i>","7617","<b>0</b>","0"
"Euclides da Cunha Paulista","<i>Euclides da Cunha Paulista</i>","8446","<b>3</b>","3"
"Eunápolis","<i>Eunápolis</i>","7889","<b>16</b>","16"
"Mogi Mirim","<i>Mogi Mirim</i>","8616","<b>1</b>","1"
"Getúlio Vargas","<i>Getúlio Vargas</i>","9451","<b>0</b>","0"
"União do Oeste","<i>União do Oeste</i>","6412","<b>0</b>","0"
"Três Barras","<i>Três Barras</i>","6404","<b>3</b>","3"
"Santana do Garambéu","<i>Santana do Garambéu</i>","10895","<b>0</b>","0"
"Alfredo Chaves","<i>Alfredo Chaves</i>","11069","<b>1</b>","1"
"São Pedro do Sul","<i>São Pedro do Sul</i>","9682","<b>2</b>","2"
"São Vendelino","<i>São Vendelino</i>","9688","<b>0</b>","0"
"Vargem Alegre","<i>Vargem Alegre</i>","11042","<b>0</b>","0"
"Cantagalo","<i>Cantagalo</i>","10342","<b>0</b>","0"
"Congonhinhas","<i>Congonhinhas</i>","5814","<b>0</b>","0"
"Xique-Xique","<i>Xique-Xique</i>","8178","<b>3</b>","3"
"Umirim","<i>Umirim</i>","7294","<b>2</b>","2"
"Serranópolis","<i>Serranópolis</i>","7665","<b>1</b>","1"
"Rio Branco","<i>Rio Branco</i>","6884","<b>31</b>","31"
"Brejinho de Nazaré","<i>Brejinho de Nazaré</i>","8942","<b>1</b>","1"
"Ilhabela","<i>Ilhabela</i>","8503","<b>2</b>","2"
"Paraúna","<i>Paraúna</i>","7619","<b>3</b>","3"
"Ivolândia","<i>Ivolândia</i>","7565","<b>1</b>","1"
"Iati","<i>Iati</i>","9919","<b>3</b>","3"
"Telha","<i>Telha</i>","7758","<b>1</b>","1"
"Sales","<i>Sales</i>","8773","<b>0</b>","0"
"Simolândia","<i>Simolândia</i>","7667","<b>2</b>","2"
"São Francisco de Assis do Piauí","<i>São Francisco de Assis do Piauí</i>","7077","<b>2</b>","2"
"Caarapó","<i>Caarapó</i>","9786","<b>1</b>","1"
"Afogados da Ingazeira","<i>Afogados da Ingazeira</i>","9849","<b>1</b>","1"
"Jericó","<i>Jericó</i>","6689","<b>1</b>","1"
"Bonito","<i>Bonito</i>","9784","<b>1</b>","1"
"Bandeirantes do Tocantins","<i>Bandeirantes do Tocantins</i>","8936","<b>0</b>","0"
"Chalé","<i>Chalé</i>","10387","<b>0</b>","0"
"Nova Módica","<i>Nova Módica</i>","10732","<b>2</b>","2"
"Ribeirão das Neves","<i>Ribeirão das Neves</i>","10848","<b>11</b>","11"
"Paulo Lopes","<i>Paulo Lopes</i>","6321","<b>0</b>","0"
